time_step,building_id,charger_id,connected_ev,connected_ev_soc,action,constraint_violations
16,3,charger_12_1,,,-0.0044,['Discharge During Idle']
16,4,charger_15_1,,,-0.0044,['Discharge During Idle']
17,1,charger_1_1,,,-0.0044,['Discharge During Idle']
17,2,charger_10_1,EV_3,45.92535555707837,-0.0044,['Charging Power Violation']
17,3,charger_12_1,,,-0.0044,['Discharge During Idle']
17,4,charger_15_1,,,-0.0044,['Discharge During Idle']
18,1,charger_1_1,,,-0.0044,['Discharge During Idle']
18,2,charger_10_1,EV_3,45.615851142835886,-0.0044,['Charging Power Violation']
18,3,charger_12_1,,,-0.0044,['Discharge During Idle']
18,4,charger_15_1,,,-0.0044,['Discharge During Idle']
19,1,charger_1_1,,,-0.024,['Discharge During Idle']
19,2,charger_10_1,EV_3,45.308203755078864,-0.024,['Charging Power Violation']
19,3,charger_12_1,,,-0.024,['Discharge During Idle']
19,4,charger_15_1,,,-0.024,['Discharge During Idle']
20,1,charger_1_1,,,-0.024,['Discharge During Idle']
20,2,charger_10_1,EV_3,44.85116027309379,-0.024,['Charging Power Violation']
20,3,charger_12_1,EV_4,16.258115737557098,-0.024,['Charging Power Violation']
20,4,charger_15_1,,,-0.024,['Discharge During Idle']
21,1,charger_1_1,,,-0.024,['Discharge During Idle']
21,2,charger_10_1,EV_3,44.39685905200062,-0.024,['Charging Power Violation']
21,3,charger_12_1,EV_4,13.846213000022834,-0.024,['Charging Power Violation']
21,4,charger_15_1,,,-0.024,['Discharge During Idle']
22,1,charger_1_1,,,-0.024,['Discharge During Idle']
22,2,charger_10_1,EV_3,43.94528363823402,-0.024,['Charging Power Violation']
22,3,charger_12_1,EV_4,13.57794146256809,-0.024,['Charging Power Violation']
22,4,charger_15_1,,,-0.024,['Discharge During Idle']
23,1,charger_1_1,,,0.034,['Charging with No EV Connected']
23,2,charger_10_1,EV_3,43.49641767695001,0.034,[]
23,3,charger_12_1,EV_4,13.311279554338075,0.034,[]
23,4,charger_15_1,,,0.034,['Charging with No EV Connected']
24,1,charger_1_1,,,0.034,['Charging with No EV Connected']
24,2,charger_10_1,EV_3,43.45319675429702,0.034,[]
24,3,charger_12_1,EV_4,13.449169460420753,0.034,[]
24,4,charger_15_1,,,0.034,['Charging with No EV Connected']
25,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
25,2,charger_10_1,EV_3,43.41023515717994,0.05532,[]
25,3,charger_12_1,EV_4,13.586232027066936,0.05532,[]
25,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
26,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
26,2,charger_10_1,EV_3,43.50407814371244,0.05532,[]
26,3,charger_12_1,EV_4,13.859019032380113,0.05532,[]
26,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
27,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
27,2,charger_10_1,EV_3,43.59735807232575,0.05532,[]
27,3,charger_12_1,EV_4,14.13016931566141,0.05532,[]
27,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
28,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
28,2,charger_10_1,EV_3,43.69007832136737,0.05532,[]
28,3,charger_12_1,EV_4,14.39969269724302,0.05532,[]
28,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
29,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
29,2,charger_10_1,EV_3,43.78224224891475,0.05532,[]
29,3,charger_12_1,EV_4,14.667598938535141,0.05532,[]
29,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
30,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
30,2,charger_10_1,EV_3,43.87385319289684,0.05532,[]
30,3,charger_12_1,EV_4,14.933897742379509,0.05532,[]
30,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
31,1,charger_1_1,,,-0.02,['Discharge During Idle']
31,2,charger_10_1,EV_3,43.96491447121504,-0.02,['Charging Power Violation']
31,3,charger_12_1,EV_4,15.19859875340081,-0.02,['Charging Power Violation']
31,4,charger_15_1,,,-0.02,['Discharge During Idle']
32,1,charger_1_1,,,-0.02,['Discharge During Idle']
32,2,charger_10_1,EV_3,43.54679643484224,-0.02,['Charging Power Violation']
32,3,charger_12_1,EV_4,14.953078611334902,-0.02,['Charging Power Violation']
32,4,charger_15_1,,,-0.02,['Discharge During Idle']
33,1,charger_1_1,,,-0.02,['Discharge During Idle']
33,2,charger_10_1,EV_3,43.13118710668768,-0.02,['Charging Power Violation']
33,3,charger_12_1,EV_4,14.70903159012139,-0.02,['Charging Power Violation']
33,4,charger_15_1,,,-0.02,['Discharge During Idle']
34,1,charger_1_1,,,-0.02,['Discharge During Idle']
34,2,charger_10_1,EV_3,42.71807143450205,-0.02,['Charging Power Violation']
34,3,charger_12_1,EV_4,14.466448851035157,-0.02,['Charging Power Violation']
34,4,charger_15_1,,,-0.02,['Discharge During Idle']
35,1,charger_1_1,,,-0.02,['Discharge During Idle']
35,2,charger_10_1,EV_3,42.30743445634953,-0.02,['Charging Power Violation']
35,3,charger_12_1,EV_4,14.225321608383442,-0.02,['Charging Power Violation']
35,4,charger_15_1,,,-0.02,['Discharge During Idle']
36,1,charger_1_1,,,-0.02,['Discharge During Idle']
36,2,charger_10_1,EV_3,41.89926130006593,-0.02,['Charging Power Violation']
36,3,charger_12_1,EV_4,13.985641129187638,-0.02,['Charging Power Violation']
36,4,charger_15_1,,,-0.02,['Discharge During Idle']
37,1,charger_1_1,,,-0.02,['Discharge During Idle']
37,2,charger_10_1,EV_3,41.49353718272003,-0.02,['Charging Power Violation']
37,3,charger_12_1,EV_4,13.747398732867008,-0.02,['Charging Power Violation']
37,4,charger_15_1,,,-0.02,['Discharge During Idle']
38,1,charger_1_1,,,-0.02,['Discharge During Idle']
38,2,charger_10_1,EV_3,41.090247410078206,-0.02,['Charging Power Violation']
38,3,charger_12_1,,,-0.02,['Discharge During Idle']
38,4,charger_15_1,,,-0.02,['Discharge During Idle']
39,1,charger_1_1,,,-0.02,['Discharge During Idle']
39,2,charger_10_1,EV_3,40.68937737607223,-0.02,['Charging Power Violation']
39,3,charger_12_1,,,-0.02,['Discharge During Idle']
39,4,charger_15_1,,,-0.02,['Discharge During Idle']
40,1,charger_1_1,,,-0.0044,['Discharge During Idle']
40,2,charger_10_1,EV_3,40.29091256227029,-0.0044,['Charging Power Violation']
40,3,charger_12_1,,,-0.0044,['Discharge During Idle']
40,4,charger_15_1,,,-0.0044,['Discharge During Idle']
41,1,charger_1_1,,,-0.0044,['Discharge During Idle']
41,2,charger_10_1,EV_3,40.01521480599666,-0.0044,['Charging Power Violation']
41,3,charger_12_1,,,-0.0044,['Discharge During Idle']
41,4,charger_15_1,,,-0.0044,['Discharge During Idle']
42,1,charger_1_1,,,-0.0044,['Discharge During Idle']
42,2,charger_10_1,EV_3,39.741171236260676,-0.0044,['Charging Power Violation']
42,3,charger_12_1,,,-0.0044,['Discharge During Idle']
42,4,charger_15_1,,,-0.0044,['Discharge During Idle']
43,1,charger_1_1,,,-0.024,['Discharge During Idle']
43,2,charger_10_1,EV_3,39.4687719279431,-0.024,['Charging Power Violation']
43,3,charger_12_1,,,-0.024,['Discharge During Idle']
43,4,charger_15_1,,,-0.024,['Discharge During Idle']
44,1,charger_1_1,,,-0.024,['Discharge During Idle']
44,2,charger_10_1,EV_3,39.04676503692084,-0.024,['Charging Power Violation']
44,3,charger_12_1,EV_4,14.824021270197978,-0.024,['Charging Power Violation']
44,4,charger_15_1,,,-0.024,['Discharge During Idle']
45,1,charger_1_1,,,-0.024,['Discharge During Idle']
45,2,charger_10_1,EV_3,38.62729018724471,-0.024,['Charging Power Violation']
45,3,charger_12_1,EV_4,18.49375504648119,-0.024,['Charging Power Violation']
45,4,charger_15_1,,,-0.024,['Discharge During Idle']
46,1,charger_1_1,,,-0.024,['Discharge During Idle']
46,2,charger_10_1,EV_3,38.21033218666664,-0.024,['Charging Power Violation']
46,3,charger_12_1,EV_4,18.1975982567477,-0.024,['Charging Power Violation']
46,4,charger_15_1,,,-0.024,['Discharge During Idle']
47,1,charger_1_1,,,0.034,['Charging with No EV Connected']
47,2,charger_10_1,EV_3,37.79587593409204,0.034,[]
47,3,charger_12_1,EV_4,17.903218407752608,0.034,[]
47,4,charger_15_1,,,0.034,['Charging with No EV Connected']
48,1,charger_1_1,,,0.034,['Charging with No EV Connected']
48,2,charger_10_1,EV_3,37.78685826189619,0.034,[]
48,3,charger_12_1,EV_4,18.0135566807148,0.034,[]
48,4,charger_15_1,,,0.034,['Charging with No EV Connected']
49,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
49,2,charger_10_1,EV_3,37.77789469573352,0.05532,[]
49,3,charger_12_1,EV_4,18.12323292403922,0.05532,[]
49,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
50,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
50,2,charger_10_1,EV_3,37.9055317250347,0.05532,[]
50,3,charger_12_1,EV_4,18.36879792397056,0.05532,[]
50,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
51,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
51,2,charger_10_1,EV_3,38.03240293216007,0.05532,[]
51,3,charger_12_1,EV_4,18.61288953390232,0.05532,[]
51,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
52,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
52,2,charger_10_1,EV_3,38.15851291204269,0.05532,[]
52,3,charger_12_1,EV_4,18.855516594174482,0.05532,[]
52,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
53,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
53,2,charger_10_1,EV_3,38.283866232046016,0.05532,[]
53,3,charger_12_1,EV_4,19.096687892085015,0.05532,[]
53,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
54,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
54,2,charger_10_1,EV_3,38.40846743212932,0.05532,[]
54,3,charger_12_1,EV_4,19.336412162208084,0.05532,[]
54,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
55,1,charger_1_1,,,-0.02,['Discharge During Idle']
55,2,charger_10_1,,,-0.02,['Discharge During Idle']
55,3,charger_12_1,EV_4,19.574698086710413,-0.02,['Charging Power Violation']
55,4,charger_15_1,,,-0.02,['Discharge During Idle']
56,1,charger_1_1,,,-0.02,['Discharge During Idle']
56,2,charger_10_1,,,-0.02,['Discharge During Idle']
56,3,charger_12_1,,,-0.02,['Discharge During Idle']
56,4,charger_15_1,,,-0.02,['Discharge During Idle']
57,1,charger_1_1,,,-0.02,['Discharge During Idle']
57,2,charger_10_1,,,-0.02,['Discharge During Idle']
57,3,charger_12_1,,,-0.02,['Discharge During Idle']
57,4,charger_15_1,,,-0.02,['Discharge During Idle']
58,1,charger_1_1,,,-0.02,['Discharge During Idle']
58,2,charger_10_1,,,-0.02,['Discharge During Idle']
58,3,charger_12_1,,,-0.02,['Discharge During Idle']
58,4,charger_15_1,,,-0.02,['Discharge During Idle']
59,1,charger_1_1,,,-0.02,['Discharge During Idle']
59,2,charger_10_1,,,-0.02,['Discharge During Idle']
59,3,charger_12_1,,,-0.02,['Discharge During Idle']
59,4,charger_15_1,,,-0.02,['Discharge During Idle']
60,1,charger_1_1,,,-0.02,['Discharge During Idle']
60,2,charger_10_1,,,-0.02,['Discharge During Idle']
60,3,charger_12_1,,,-0.02,['Discharge During Idle']
60,4,charger_15_1,,,-0.02,['Discharge During Idle']
61,1,charger_1_1,,,-0.02,['Discharge During Idle']
61,2,charger_10_1,,,-0.02,['Discharge During Idle']
61,3,charger_12_1,,,-0.02,['Discharge During Idle']
61,4,charger_15_1,,,-0.02,['Discharge During Idle']
62,1,charger_1_1,,,-0.02,['Discharge During Idle']
62,2,charger_10_1,,,-0.02,['Discharge During Idle']
62,3,charger_12_1,,,-0.02,['Discharge During Idle']
62,4,charger_15_1,,,-0.02,['Discharge During Idle']
63,1,charger_1_1,,,-0.02,['Discharge During Idle']
63,2,charger_10_1,,,-0.02,['Discharge During Idle']
63,3,charger_12_1,,,-0.02,['Discharge During Idle']
63,4,charger_15_1,,,-0.02,['Discharge During Idle']
64,1,charger_1_1,,,-0.0044,['Discharge During Idle']
64,2,charger_10_1,,,-0.0044,['Discharge During Idle']
64,3,charger_12_1,,,-0.0044,['Discharge During Idle']
64,4,charger_15_1,,,-0.0044,['Discharge During Idle']
65,1,charger_1_1,,,-0.0044,['Discharge During Idle']
65,2,charger_10_1,EV_3,24.43098768959627,-0.0044,['Charging Power Violation']
65,3,charger_12_1,,,-0.0044,['Discharge During Idle']
65,4,charger_15_1,,,-0.0044,['Discharge During Idle']
66,1,charger_1_1,,,-0.0044,['Discharge During Idle']
66,2,charger_10_1,EV_3,59.464031544672636,-0.0044,['Charging Power Violation']
66,3,charger_12_1,EV_4,17.252017599486276,-0.0044,['Charging Power Violation']
66,4,charger_15_1,,,-0.0044,['Discharge During Idle']
67,1,charger_1_1,,,-0.024,['Discharge During Idle']
67,2,charger_10_1,EV_3,59.07329507450459,-0.024,['Charging Power Violation']
67,3,charger_12_1,EV_4,18.632823479404273,-0.024,['Charging Power Violation']
67,4,charger_15_1,,,-0.024,['Discharge During Idle']
68,1,charger_1_1,,,-0.024,['Discharge During Idle']
68,2,charger_10_1,EV_3,58.53366104460296,-0.024,['Charging Power Violation']
68,3,charger_12_1,EV_4,18.33583227907324,-0.024,['Charging Power Violation']
68,4,charger_15_1,,,-0.024,['Discharge During Idle']
69,1,charger_1_1,,,-0.024,['Discharge During Idle']
69,2,charger_10_1,EV_3,57.99726481888074,-0.024,['Charging Power Violation']
69,3,charger_12_1,EV_4,18.040623025944196,-0.024,['Charging Power Violation']
69,4,charger_15_1,,,-0.024,['Discharge During Idle']
70,1,charger_1_1,,,-0.024,['Discharge During Idle']
70,2,charger_10_1,EV_3,57.464086970512845,-0.024,['Charging Power Violation']
70,3,charger_12_1,EV_4,17.747185028333927,-0.024,['Charging Power Violation']
70,4,charger_15_1,,,-0.024,['Discharge During Idle']
71,1,charger_1_1,,,0.034,['Charging with No EV Connected']
71,2,charger_10_1,EV_3,56.93410818923516,0.034,[]
71,3,charger_12_1,EV_4,17.45550765870932,0.034,[]
71,4,charger_15_1,,,0.034,['Charging with No EV Connected']
72,1,charger_1_1,,,0.034,['Charging with No EV Connected']
72,2,charger_10_1,EV_3,56.810261123508454,0.034,[]
72,3,charger_12_1,EV_4,17.568532196165773,0.034,[]
72,4,charger_15_1,,,0.034,['Charging with No EV Connected']
73,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
73,2,charger_10_1,EV_3,56.687157140176105,0.05532,[]
73,3,charger_12_1,EV_4,17.680878586397487,0.05532,[]
73,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
74,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
74,2,charger_10_1,EV_3,56.70133859481063,0.05532,[]
74,3,charger_12_1,EV_4,17.929097712354682,0.05532,[]
74,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
75,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
75,2,charger_10_1,EV_3,56.715434960717346,0.05532,[]
75,3,charger_12_1,EV_4,18.17582752355613,0.05532,[]
75,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
76,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
76,2,charger_10_1,EV_3,56.72944674842862,0.05532,[]
76,3,charger_12_1,EV_4,18.42107695589037,0.05532,[]
76,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
77,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
77,2,charger_10_1,EV_3,56.74337446541363,0.05532,[]
77,3,charger_12_1,EV_4,18.664854891630604,0.05532,[]
77,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
78,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
78,2,charger_10_1,EV_3,56.75721861609673,0.05532,[]
78,3,charger_12_1,EV_4,18.907170159756397,0.05532,[]
78,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
79,1,charger_1_1,,,-0.02,['Discharge During Idle']
79,2,charger_10_1,,,-0.02,['Discharge During Idle']
79,3,charger_12_1,EV_4,19.148031536273436,-0.02,['Charging Power Violation']
79,4,charger_15_1,,,-0.02,['Discharge During Idle']
80,1,charger_1_1,,,-0.02,['Discharge During Idle']
80,2,charger_10_1,,,-0.02,['Discharge During Idle']
80,3,charger_12_1,,,-0.02,['Discharge During Idle']
80,4,charger_15_1,,,-0.02,['Discharge During Idle']
81,1,charger_1_1,,,-0.02,['Discharge During Idle']
81,2,charger_10_1,,,-0.02,['Discharge During Idle']
81,3,charger_12_1,,,-0.02,['Discharge During Idle']
81,4,charger_15_1,,,-0.02,['Discharge During Idle']
82,1,charger_1_1,,,-0.02,['Discharge During Idle']
82,2,charger_10_1,,,-0.02,['Discharge During Idle']
82,3,charger_12_1,,,-0.02,['Discharge During Idle']
82,4,charger_15_1,,,-0.02,['Discharge During Idle']
83,1,charger_1_1,,,-0.02,['Discharge During Idle']
83,2,charger_10_1,,,-0.02,['Discharge During Idle']
83,3,charger_12_1,,,-0.02,['Discharge During Idle']
83,4,charger_15_1,,,-0.02,['Discharge During Idle']
84,1,charger_1_1,,,-0.02,['Discharge During Idle']
84,2,charger_10_1,,,-0.02,['Discharge During Idle']
84,3,charger_12_1,,,-0.02,['Discharge During Idle']
84,4,charger_15_1,,,-0.02,['Discharge During Idle']
85,1,charger_1_1,,,-0.02,['Discharge During Idle']
85,2,charger_10_1,,,-0.02,['Discharge During Idle']
85,3,charger_12_1,,,-0.02,['Discharge During Idle']
85,4,charger_15_1,,,-0.02,['Discharge During Idle']
86,1,charger_1_1,,,-0.02,['Discharge During Idle']
86,2,charger_10_1,,,-0.02,['Discharge During Idle']
86,3,charger_12_1,,,-0.02,['Discharge During Idle']
86,4,charger_15_1,,,-0.02,['Discharge During Idle']
87,1,charger_1_1,,,-0.02,['Discharge During Idle']
87,2,charger_10_1,,,-0.02,['Discharge During Idle']
87,3,charger_12_1,,,-0.02,['Discharge During Idle']
87,4,charger_15_1,,,-0.02,['Discharge During Idle']
88,1,charger_1_1,,,-0.0044,['Discharge During Idle']
88,2,charger_10_1,,,-0.0044,['Discharge During Idle']
88,3,charger_12_1,,,-0.0044,['Discharge During Idle']
88,4,charger_15_1,,,-0.0044,['Discharge During Idle']
89,1,charger_1_1,,,-0.0044,['Discharge During Idle']
89,2,charger_10_1,EV_3,51.54798982252895,-0.0044,['Charging Power Violation']
89,3,charger_12_1,,,-0.0044,['Discharge During Idle']
89,4,charger_15_1,,,-0.0044,['Discharge During Idle']
90,1,charger_1_1,,,-0.0044,['Discharge During Idle']
90,2,charger_10_1,EV_3,65.32235426941396,-0.0044,['Charging Power Violation']
90,3,charger_12_1,EV_4,9.812859404852322,-0.0044,['Charging Power Violation']
90,4,charger_15_1,,,-0.0044,['Discharge During Idle']
91,1,charger_1_1,,,-0.024,['Discharge During Idle']
91,2,charger_10_1,EV_3,64.89646786289747,-0.024,['Charging Power Violation']
91,3,charger_12_1,EV_4,30.047107313890727,-0.024,['Charging Power Violation']
91,4,charger_15_1,,,-0.024,['Discharge During Idle']
92,1,charger_1_1,,,-0.024,['Discharge During Idle']
92,2,charger_10_1,EV_3,64.32189479626548,-0.024,['Charging Power Violation']
92,3,charger_12_1,EV_4,29.681630410552778,-0.024,['Charging Power Violation']
92,4,charger_15_1,,,-0.024,['Discharge During Idle']
93,1,charger_1_1,,,-0.024,['Discharge During Idle']
93,2,charger_10_1,EV_3,63.75076916803329,-0.024,['Charging Power Violation']
93,3,charger_12_1,EV_4,29.318346368634856,-0.024,['Charging Power Violation']
93,4,charger_15_1,,,-0.024,['Discharge During Idle']
94,1,charger_1_1,,,-0.024,['Discharge During Idle']
94,2,charger_10_1,EV_3,63.18307029357048,-0.024,['Charging Power Violation']
94,3,charger_12_1,EV_4,28.95724203096844,-0.024,['Charging Power Violation']
94,4,charger_15_1,,,-0.024,['Discharge During Idle']
95,1,charger_1_1,,,0.034,['Charging with No EV Connected']
95,2,charger_10_1,EV_3,62.61877761235445,0.034,[]
95,3,charger_12_1,EV_4,28.598304319328026,0.034,[]
95,4,charger_15_1,,,0.034,['Charging with No EV Connected']
96,1,charger_1_1,,,0.034,['Charging with No EV Connected']
96,2,charger_10_1,EV_3,62.460822530089025,0.034,[]
96,3,charger_12_1,EV_4,28.644472076820765,0.034,[]
96,4,charger_15_1,,,0.034,['Charging with No EV Connected']
97,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
97,2,charger_10_1,EV_3,62.303815178317194,0.05532,[]
97,3,charger_12_1,EV_4,28.69036282776855,0.05532,[]
97,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
98,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
98,2,charger_10_1,EV_3,62.28429668472287,0.05532,[]
98,3,charger_12_1,EV_4,28.872525048277517,0.05532,[]
98,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
99,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
99,2,charger_10_1,EV_3,62.26489530209011,0.05532,[]
99,3,charger_12_1,EV_4,29.053594295463427,0.05532,[]
99,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
100,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
100,2,charger_10_1,EV_3,62.24561032775315,0.05532,[]
100,3,charger_12_1,EV_4,29.23357712716622,0.05532,[]
100,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
101,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
101,2,charger_10_1,EV_3,62.22644106326221,0.05532,[]
101,3,charger_12_1,EV_4,29.412480061878803,0.05532,[]
101,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
102,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
102,2,charger_10_1,EV_3,62.207386814358216,0.05532,[]
102,3,charger_12_1,EV_4,29.59030957898311,0.05532,[]
102,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
103,1,charger_1_1,,,-0.02,['Discharge During Idle']
103,2,charger_10_1,EV_3,62.188446890947645,-0.02,['Charging Power Violation']
103,3,charger_12_1,,,-0.02,['Discharge During Idle']
103,4,charger_15_1,,,-0.02,['Discharge During Idle']
104,1,charger_1_1,,,-0.02,['Discharge During Idle']
104,2,charger_10_1,,,-0.02,['Discharge During Idle']
104,3,charger_12_1,,,-0.02,['Discharge During Idle']
104,4,charger_15_1,,,-0.02,['Discharge During Idle']
105,1,charger_1_1,,,-0.02,['Discharge During Idle']
105,2,charger_10_1,,,-0.02,['Discharge During Idle']
105,3,charger_12_1,,,-0.02,['Discharge During Idle']
105,4,charger_15_1,,,-0.02,['Discharge During Idle']
106,1,charger_1_1,,,-0.02,['Discharge During Idle']
106,2,charger_10_1,,,-0.02,['Discharge During Idle']
106,3,charger_12_1,,,-0.02,['Discharge During Idle']
106,4,charger_15_1,,,-0.02,['Discharge During Idle']
107,1,charger_1_1,,,-0.02,['Discharge During Idle']
107,2,charger_10_1,,,-0.02,['Discharge During Idle']
107,3,charger_12_1,,,-0.02,['Discharge During Idle']
107,4,charger_15_1,,,-0.02,['Discharge During Idle']
108,1,charger_1_1,,,-0.02,['Discharge During Idle']
108,2,charger_10_1,,,-0.02,['Discharge During Idle']
108,3,charger_12_1,,,-0.02,['Discharge During Idle']
108,4,charger_15_1,,,-0.02,['Discharge During Idle']
109,1,charger_1_1,,,-0.02,['Discharge During Idle']
